time;variable;index;id;name;numsamples;min;mean;max;std;
1964-01-01T00:00:00;index;9;EL;Ellada;21984;-3.41258;-2.64917;0.0867231;0.678692
1964-01-01T00:00:00;index;10;ES;Espana;84671;-2.95962;-1.99593;0.152653;0.908193
1964-01-01T00:00:00;index;11;FI;Suomi / Finland;100744;-2.06598;-0.886953;0.442848;0.544379
1964-01-01T00:00:00;index;12;HR;Hrvatska;10306;-2.20186;-1.10751;0.287735;0.734086
1964-01-01T00:00:00;index;13;HU;Magyarorszag;17680;-2.31331;-1.91721;-1.31411;0.187138
1964-01-01T00:00:00;index;14;IE;Ireland;15033;nan;nan;nan;nan
1964-01-01T00:00:00;index;15;IS;Island;2413;nan;nan;nan;nan
1964-01-01T00:00:00;index;16;IT;Italia;53069;-1.56192;-0.459427;1.17413;0.725455
1964-01-01T00:00:00;index;17;LI;Liechtenstein;28;-0.778138;-0.778138;-0.778138;1.78814e-07
1964-01-01T00:00:00;index;18;LT;Lietuva;14716;-1.75802;-1.5844;-0.845867;0.277323
1964-01-01T00:00:00;index;19;LU;Luxembourg;519;-2.37695;-2.37695;-2.37695;2.38419e-07
1964-01-01T00:00:00;index;20;LV;Latvija;15217;-2.63238;-1.99539;-1.6498;0.321167
1964-01-01T00:00:00;index;21;ME;Tsrna Gora;2433;-2.08462;-2.08462;-2.08462;0.0
1964-01-01T00:00:00;index;22;MK;Poraneshna Jugoslovenska Republika Makedonija;4381;-3.41258;-3.23168;0.0867231;0.512669
1964-01-01T00:00:00;index;23;MT;Malta;50;-0.908548;-0.791167;-0.321641;0.234763
1964-01-01T00:00:00;index;24;NL;Nederland;7841;-2.85246;-2.18731;-0.887227;0.558214
1964-01-01T00:00:00;index;25;NO;Norge;96967;-1.9751;-0.830951;1.13935;0.892299
1964-01-01T00:00:00;index;26;PL;Polska;65448;-2.20898;-1.75433;-1.16422;0.331658
1964-01-01T00:00:00;index;27;PT;Portugal;14961;nan;nan;nan;nan
1964-01-01T00:00:00;index;28;RO;Romania;44171;-2.98023;-2.03527;-0.787565;0.616903
1964-01-01T00:00:00;index;29;SE;Sverige;126657;-1.9751;-1.15619;0.110733;0.49337
1964-01-01T00:00:00;index;30;SI;Slovenija;3767;-1.31411;-1.30595;-0.459828;0.0831133
1964-01-01T00:00:00;index;31;SK;Slovensko;9591;-2.31331;-2.02165;-1.91019;0.0469189
1964-01-01T00:00:00;index;32;TR;Turkiye;65663;-3.96454;-2.95917;-1.68926;0.797561
1964-01-01T00:00:00;index;33;UK;United Kingdom;54019;-2.50525;-1.91476;0.0140313;0.647134
1964-01-01T00:00:00;index;34;FR;France;103191;-2.95962;-1.2191;0.435141;0.707474
1965-01-01T00:00:00;index;0;AT;Osterreich;16037;-1.15774;-0.741865;-0.398346;0.238505
1965-01-01T00:00:00;index;1;BE;Belgique-Belgie;6223;-0.68549;0.397732;0.605792;0.390045
1965-01-01T00:00:00;index;2;BG;Balgariya;19525;-4.24124;-3.15564;-0.628474;1.2298
1965-01-01T00:00:00;index;3;CH;Schweiz/Suisse/Svizzera;7783;-1.15774;-0.886702;-0.260019;0.230265
1965-01-01T00:00:00;index;4;CY;Kipros / Kibris;1473;-3.29492;-3.29492;-3.29492;2.38419e-07
1965-01-01T00:00:00;index;5;CZ;Ceska republika;15755;-0.858318;-0.463114;-0.0933022;0.187973
1965-01-01T00:00:00;index;6;DE;Deutschland;73481;-1.15774;-0.419759;0.941068;0.423196
1965-01-01T00:00:00;index;7;DK;Danmark;9952;-0.812711;0.404751;0.941068;0.43234
1965-01-01T00:00:00;index;8;EE;Eesti;11238;-4.01273;-2.6897;-1.17422;0.716422
1965-01-01T00:00:00;index;9;EL;Ellada;21984;-4.24124;-3.17749;-2.22369;0.631425
1965-01-01T00:00:00;index;10;ES;Espana;84671;-2.92896;-1.8204;-0.236326;1.06682
1965-01-01T00:00:00;index;11;FI;Suomi / Finland;100744;-4.63505;-3.19434;-0.301332;0.968672
1965-01-01T00:00:00;index;12;HR;Hrvatska;10306;-2.02763;-0.864923;-0.105446;0.567008
1965-01-01T00:00:00;index;13;HU;Magyarorszag;17680;-1.06974;-0.422727;-0.105446;0.369125
1965-01-01T00:00:00;index;14;IE;Ireland;15033;nan;nan;nan;nan
1965-01-01T00:00:00;index;15;IS;Island;2413;nan;nan;nan;nan
1965-01-01T00:00:00;index;16;IT;Italia;53069;-3.86483;-1.57521;-0.273068;0.956299
1965-01-01T00:00:00;index;17;LI;Liechtenstein;28;-1.15774;-1.15774;-1.15774;0.0
